"cod_elettorale","cod_istat","cod_catastale","desc_comune","cod_comune","desc_provincia","cod_provincia","desc_regione","cod_regione","ele_f","ele_m","ele_t","vot_f","vot_m","vot_t","perc_affluenza","pos_candidato","cognome","nome","voti_candidato","perc_candidato","eletto","pos_lista","nome_lista","voti_lista","perc_lista"
"130380110","066011","A884","BISEGNA","0110","L'AQUILA","038","ABRUZZO","13",167,185,352,86,85,171,48.58,23,"MERCORE","GAETANO",0,0,NA,23,"LA SVOLTA",0,0
"130380110","066011","A884","BISEGNA","0110","L'AQUILA","038","ABRUZZO","13",167,185,352,86,85,171,48.58,24,"MAGGIO","LUCA ",0,0,NA,24,"DMS MOVIMENTO DEMOCRAZIA SOCIALE",0,0
"130380250","066025","B842","CARSOLI","0250","L'AQUILA","038","ABRUZZO","13",2201,2154,4355,1604,1571,3175,72.9,2,"MARCANGELI","LORETO ALESSANDRO",1825,58.61,"S",2,"AMARE CARSOLI",1825,58.61
"130380250","066025","B842","CARSOLI","0250","L'AQUILA","038","ABRUZZO","13",2201,2154,4355,1604,1571,3175,72.9,1,"NAZZARRO","VELIA",1289,41.39,NA,1,"SCELGO CARSOLI",1289,41.39
"130380970","066098","I804","SULMONA","0970","L'AQUILA","038","ABRUZZO","13",11300,10245,21545,6634,6202,12836,59.58,3,"TIRABASSI","LUCA ",6948,55.47,"S",8,"FRATELLI D'ITALIA",2327,19.31
"130380970","066098","I804","SULMONA","0970","L'AQUILA","038","ABRUZZO","13",11300,10245,21545,6634,6202,12836,59.58,3,"TIRABASSI","LUCA ",6948,55.47,"S",11,"NOI MODERATI",1820,15.1
"130380970","066098","I804","SULMONA","0970","L'AQUILA","038","ABRUZZO","13",11300,10245,21545,6634,6202,12836,59.58,3,"TIRABASSI","LUCA ",6948,55.47,"S",12,"SULMONA  AL CENTRO",1476,12.25
"130380970","066098","I804","SULMONA","0970","L'AQUILA","038","ABRUZZO","13",11300,10245,21545,6634,6202,12836,59.58,3,"TIRABASSI","LUCA ",6948,55.47,"S",10,"FORZA ITALIA - PPE",1090,9.04
"130380970","066098","I804","SULMONA","0970","L'AQUILA","038","ABRUZZO","13",11300,10245,21545,6634,6202,12836,59.58,3,"TIRABASSI","LUCA ",6948,55.47,"S",9,"LEGA SALVINI ABRUZZO",503,4.17
"130380970","066098","I804","SULMONA","0970","L'AQUILA","038","ABRUZZO","13",11300,10245,21545,6634,6202,12836,59.58,3,"TIRABASSI","LUCA ",6948,55.47,"S",7,"UNIONE DI CENTRO",209,1.73
"130380970","066098","I804","SULMONA","0970","L'AQUILA","038","ABRUZZO","13",11300,10245,21545,6634,6202,12836,59.58,2,"FIGORILLI","ANGELO",3935,31.41,"C",6,"PARTITO DEMOCRATICO",1270,10.54
"130380970","066098","I804","SULMONA","0970","L'AQUILA","038","ABRUZZO","13",11300,10245,21545,6634,6202,12836,59.58,2,"FIGORILLI","ANGELO",3935,31.41,"C",4,"SULMONA CITTA' FUTURA",997,8.27
"130380970","066098","I804","SULMONA","0970","L'AQUILA","038","ABRUZZO","13",11300,10245,21545,6634,6202,12836,59.58,2,"FIGORILLI","ANGELO",3935,31.41,"C",5,"SBIC",628,5.21
"130380970","066098","I804","SULMONA","0970","L'AQUILA","038","ABRUZZO","13",11300,10245,21545,6634,6202,12836,59.58,2,"FIGORILLI","ANGELO",3935,31.41,"C",3,"MOVIMENTO 5 STELLE",344,2.85
"130380970","066098","I804","SULMONA","0970","L'AQUILA","038","ABRUZZO","13",11300,10245,21545,6634,6202,12836,59.58,2,"FIGORILLI","ANGELO",3935,31.41,"C",2,"ALLEANZA VERDI E SINISTRA",282,2.34
"130380970","066098","I804","SULMONA","0970","L'AQUILA","038","ABRUZZO","13",11300,10245,21545,6634,6202,12836,59.58,4,"PUGLIELLI","CATIA",923,7.37,NA,15,"CONVENZIONE DEMOCRATICA",295,2.45
"130380970","066098","I804","SULMONA","0970","L'AQUILA","038","ABRUZZO","13",11300,10245,21545,6634,6202,12836,59.58,4,"PUGLIELLI","CATIA",923,7.37,NA,13,"PUGLIELLI SINDACO",243,2.02
"130380970","066098","I804","SULMONA","0970","L'AQUILA","038","ABRUZZO","13",11300,10245,21545,6634,6202,12836,59.58,4,"PUGLIELLI","CATIA",923,7.37,NA,14,"LA SULMONA CHE VOGLIAMO",47,0.39
"130380970","066098","I804","SULMONA","0970","L'AQUILA","038","ABRUZZO","13",11300,10245,21545,6634,6202,12836,59.58,1,"DI IANNI","NICOLA ",720,5.75,NA,1,"METAMORFOSI",521,4.32
"130600050","068005","B294","BUSSI SUL TIRINO","0050","PESCARA","060","ABRUZZO","13",1189,1156,2345,867,859,1726,73.6,1,"SALVATORE","PAOLO",880,52.13,"S",1,"LAVORI@AMO SEMPRE PER BUSSI",880,52.13
"130600050","068005","B294","BUSSI SUL TIRINO","0050","PESCARA","060","ABRUZZO","13",1189,1156,2345,867,859,1726,73.6,2,"DI CARLO","CARMINE",808,47.87,NA,2,"RIANIMIAMO BUSSI",808,47.87
"130790130","067014","C322","CASTILENTI","0130","TERAMO","079","ABRUZZO","13",554,590,1144,397,457,854,74.65,2,"MAZZOCCA","SABINA",610,73.41,"S",2,"PRIMA VERA POLITICA CASTILENTESE",610,73.41
"130790130","067014","C322","CASTILENTI","0130","TERAMO","079","ABRUZZO","13",554,590,1144,397,457,854,74.65,1,"D'ADDAZIO","LUCIANO",221,26.59,NA,1,"UNIONE, PACE E DEMOCRAZIA",221,26.59
"140190290","070029","E259","GUGLIONESI","0290","CAMPOBASSO","019","MOLISE","14",2588,2677,5265,1490,1529,3019,57.34,2,"ANTONACCI","BARTOLOMEO",881,30.04,"S",2,"GUGLIONESI NEL CUORE",881,30.04
"140190290","070029","E259","GUGLIONESI","0290","CAMPOBASSO","019","MOLISE","14",2588,2677,5265,1490,1529,3019,57.34,3,"VACCARO","RICCARDO",816,27.82,NA,3,"PROGETTO COMUNE PER GUGLIONESI",816,27.82
"140190290","070029","E259","GUGLIONESI","0290","CAMPOBASSO","019","MOLISE","14",2588,2677,5265,1490,1529,3019,57.34,4,"ARISTOTILE","GIUSEPPE",759,25.88,NA,4,"GUGLIONESI PROGRESSISTA",759,25.88
"140190290","070029","E259","GUGLIONESI","0290","CAMPOBASSO","019","MOLISE","14",2588,2677,5265,1490,1529,3019,57.34,1,"ROSSI","VINCENZO",477,16.26,NA,1,"GUGLIONESI PUO' CAMBIARE",477,16.26
"150080280","064028","C659","CHIUSANO DI SAN DOMENICO","0280","AVELLINO","008","CAMPANIA","15",1367,1284,2651,815,769,1584,59.75,1,"DE ANGELIS","CARMINE",915,58.39,"S",1,"CHIUSANO BENE COMUNE",915,58.39
"150080280","064028","C659","CHIUSANO DI SAN DOMENICO","0280","AVELLINO","008","CAMPANIA","15",1367,1284,2651,815,769,1584,59.75,2,"PETRUZZIELLO","CARLO",652,41.61,NA,2,"UNIONE PER CHIUSANO",652,41.61
"150080790","064080","H592","ROTONDI","0790","AVELLINO","008","CAMPANIA","15",1674,1658,3332,1204,1199,2403,72.12,1,"FINELLI","SERGIO",1203,50.76,"S",1,"MPR MOVIMENTO PER ROTONDI",1203,50.76
"150080790","064080","H592","ROTONDI","0790","AVELLINO","008","CAMPANIA","15",1674,1658,3332,1204,1199,2403,72.12,2,"MAINOLFI","FRANCESCO",1167,49.24,NA,2,"ROTONDI FUTURA",1167,49.24
"150080970","064098","I606","SENERCHIA","0970","AVELLINO","008","CAMPANIA","15",526,630,1156,262,329,591,51.12,9,"DI MURO","MICHELE",296,51.48,"S",9,"SENERCHIA VIVA",296,51.48
"150080970","064098","I606","SENERCHIA","0970","AVELLINO","008","CAMPANIA","15",526,630,1156,262,329,591,51.12,4,"VARALLA","CONCETTA ANNA",277,48.17,NA,4,"LA GINESTRA",277,48.17
"150080970","064098","I606","SENERCHIA","0970","AVELLINO","008","CAMPANIA","15",526,630,1156,262,329,591,51.12,10,"CESARE","FRANCESCO",1,0.17,NA,10,"SENERCHIA NEL CUORE",1,0.17
"150080970","064098","I606","SENERCHIA","0970","AVELLINO","008","CAMPANIA","15",526,630,1156,262,329,591,51.12,11,"MANDARA","GABRIELE",1,0.17,NA,11,"DMS MOVIMENTO DEMOCRAZIA SOCIALE",1,0.17
"150080970","064098","I606","SENERCHIA","0970","AVELLINO","008","CAMPANIA","15",526,630,1156,262,329,591,51.12,1,"DI CERBO","ANDREA",0,0,NA,1,"DESTRA SOCIALE",0,0
"150080970","064098","I606","SENERCHIA","0970","AVELLINO","008","CAMPANIA","15",526,630,1156,262,329,591,51.12,2,"SIGNORE","DANIELE",0,0,NA,2,"+ VERDE CUORE AMBIENTALISTA",0,0
"150080970","064098","I606","SENERCHIA","0970","AVELLINO","008","CAMPANIA","15",526,630,1156,262,329,591,51.12,3,"DE LISE","PANCRAZIO",0,0,NA,3,"LA SCELTA GIUSTA",0,0
"150080970","064098","I606","SENERCHIA","0970","AVELLINO","008","CAMPANIA","15",526,630,1156,262,329,591,51.12,5,"BOVENZI","GIUSEPPE",0,0,NA,5,"VINCERE INSIEME",0,0
"150080970","064098","I606","SENERCHIA","0970","AVELLINO","008","CAMPANIA","15",526,630,1156,262,329,591,51.12,6,"GROSSO","ANNA",0,0,NA,6,"UNITI PER CAMBIARE",0,0
"150080970","064098","I606","SENERCHIA","0970","AVELLINO","008","CAMPANIA","15",526,630,1156,262,329,591,51.12,7,"CUNA","RAFFAELE",0,0,NA,7,"PER IL CAMBIAMENTO",0,0
"150080970","064098","I606","SENERCHIA","0970","AVELLINO","008","CAMPANIA","15",526,630,1156,262,329,591,51.12,8,"ZUCCA LA VENTURA","ROBERTO",0,0,NA,8,"PROGETTO POPOLARE",0,0
"150080970","064098","I606","SENERCHIA","0970","AVELLINO","008","CAMPANIA","15",526,630,1156,262,329,591,51.12,12,"PIROZZI","ALESSANDRO",0,0,NA,12,"IMPEGNO CITTADINO BENE COMUNE",0,0
"150080970","064098","I606","SENERCHIA","0970","AVELLINO","008","CAMPANIA","15",526,630,1156,262,329,591,51.12,13,"ESPOSITO","AURELIO",0,0,NA,13,"NOI SENERCHIA BENE COMUNE",0,0
"150080970","064098","I606","SENERCHIA","0970","AVELLINO","008","CAMPANIA","15",526,630,1156,262,329,591,51.12,14,"CARBONE","STEFANO",0,0,NA,14,"ITALEXIT PER L'ITALIA",0,0
"150080970","064098","I606","SENERCHIA","0970","AVELLINO","008","CAMPANIA","15",526,630,1156,262,329,591,51.12,15,"PASTORE","IRENE",0,0,NA,15,"ITALIA DEI DIRITTI",0,0
"150080970","064098","I606","SENERCHIA","0970","AVELLINO","008","CAMPANIA","15",526,630,1156,262,329,591,51.12,16," CUPAIOLO","LUIGI",0,0,NA,16,"FIAMMA TRICOLORE",0,0
"150080970","064098","I606","SENERCHIA","0970","AVELLINO","008","CAMPANIA","15",526,630,1156,262,329,591,51.12,17,"D'AMBROSIO","LUIGI",0,0,NA,17,"UNA NUOVA VITA",0,0
"150080970","064098","I606","SENERCHIA","0970","AVELLINO","008","CAMPANIA","15",526,630,1156,262,329,591,51.12,18,"CESARANO","ANTONIO",0,0,NA,18,"INSIEME",0,0
"150080970","064098","I606","SENERCHIA","0970","AVELLINO","008","CAMPANIA","15",526,630,1156,262,329,591,51.12,19,"FUSCO","ANTONIO",0,0,NA,19,"NOI OLTRE",0,0
"150080970","064098","I606","SENERCHIA","0970","AVELLINO","008","CAMPANIA","15",526,630,1156,262,329,591,51.12,20,"PETRELLA","DANIELE",0,0,NA,20,"SANNITI",0,0
"150110690","062071","I277","SANT'ANGELO A CUPOLO","0690","BENEVENTO","011","CAMPANIA","15",1954,1971,3925,1404,1398,2802,71.39,3,"DE PIERRO","ALESSANDRO",1312,47.71,"S",3,"INSIEME PER SANT'ANGELO A CUPOLO",1312,47.71
"150110690","062071","I277","SANT'ANGELO A CUPOLO","0690","BENEVENTO","011","CAMPANIA","15",1954,1971,3925,1404,1398,2802,71.39,2,"TORNUSCIOLO","ANTONIO",938,34.11,NA,2,"LIBERAMENTE PER SANT'ANGELO A CUPOLO",938,34.11
"150110690","062071","I277","SANT'ANGELO A CUPOLO","0690","BENEVENTO","011","CAMPANIA","15",1954,1971,3925,1404,1398,2802,71.39,1,"DE LUCA","ANGELO",500,18.18,NA,1,"FARE COMUNE",500,18.18
"150200460","061046","E754","LUSCIANO","0460","CASERTA","020","CAMPANIA","15",6694,6353,13047,4834,4656,9490,72.74,4,"VALENTINO","MARCO",6037,65.15,"S",10,"INSIEME PER LUSCIANO",1554,17.39
"150200460","061046","E754","LUSCIANO","0460","CASERTA","020","CAMPANIA","15",6694,6353,13047,4834,4656,9490,72.74,4,"VALENTINO","MARCO",6037,65.15,"S",11,"NOI PER LUSCIANO",1487,16.64
"150200460","061046","E754","LUSCIANO","0460","CASERTA","020","CAMPANIA","15",6694,6353,13047,4834,4656,9490,72.74,4,"VALENTINO","MARCO",6037,65.15,"S",9,"LUSCIANO RIPARTE",1103,12.35
"150200460","061046","E754","LUSCIANO","0460","CASERTA","020","CAMPANIA","15",6694,6353,13047,4834,4656,9490,72.74,4,"VALENTINO","MARCO",6037,65.15,"S",8,"LUSCIANO FUTURA",1075,12.03
"150200460","061046","E754","LUSCIANO","0460","CASERTA","020","CAMPANIA","15",6694,6353,13047,4834,4656,9490,72.74,4,"VALENTINO","MARCO",6037,65.15,"S",7,"IMPEGNO E INNOVAZIONE",1008,11.28
"150200460","061046","E754","LUSCIANO","0460","CASERTA","020","CAMPANIA","15",6694,6353,13047,4834,4656,9490,72.74,5,"BRUNITTO","MATRONA",1659,17.9,"C",12,"UNIAMO LUSCIANO",1202,13.45
"150200460","061046","E754","LUSCIANO","0460","CASERTA","020","CAMPANIA","15",6694,6353,13047,4834,4656,9490,72.74,5,"BRUNITTO","MATRONA",1659,17.9,"C",13,"LIBERAMENTE",77,0.86
"150200460","061046","E754","LUSCIANO","0460","CASERTA","020","CAMPANIA","15",6694,6353,13047,4834,4656,9490,72.74,2,"MARINIELLO","GIUSEPPE",1344,14.5,"C",5,"SVEGLIA LUSCIANO",665,7.44
"150200460","061046","E754","LUSCIANO","0460","CASERTA","020","CAMPANIA","15",6694,6353,13047,4834,4656,9490,72.74,2,"MARINIELLO","GIUSEPPE",1344,14.5,"C",4,"GUARDA LONTANO LUSCIANO",571,6.39
"150200460","061046","E754","LUSCIANO","0460","CASERTA","020","CAMPANIA","15",6694,6353,13047,4834,4656,9490,72.74,3,"MOTTOLA","NICOLA",204,2.2,NA,6,"CIVITAS",177,1.98
"150200460","061046","E754","LUSCIANO","0460","CASERTA","020","CAMPANIA","15",6694,6353,13047,4834,4656,9490,72.74,1,"VETTONE","ANTONIO",23,0.25,NA,1,"LA FORZA DI FARE",8,0.09
"150200460","061046","E754","LUSCIANO","0460","CASERTA","020","CAMPANIA","15",6694,6353,13047,4834,4656,9490,72.74,1,"VETTONE","ANTONIO",23,0.25,NA,2,"CORRIAMO INSIEME",6,0.07
"150200460","061046","E754","LUSCIANO","0460","CASERTA","020","CAMPANIA","15",6694,6353,13047,4834,4656,9490,72.74,1,"VETTONE","ANTONIO",23,0.25,NA,3,"LUSCIANO CRESCE",1,0.01
"150200600","061060","G661","PIGNATARO MAGGIORE","0600","CASERTA","020","CAMPANIA","15",2600,2391,4991,2000,1841,3841,76.96,2,"PALUMBO","GIOVAN GIUSEPPE",1667,44.79,"S",2,"PRIMA PIGNATARO",1667,44.79
"150200600","061060","G661","PIGNATARO MAGGIORE","0600","CASERTA","020","CAMPANIA","15",2600,2391,4991,2000,1841,3841,76.96,3,"ROMAGNUOLO","VINCENZO",1172,31.49,NA,3,"PATTO CIVICO",1172,31.49
"150200600","061060","G661","PIGNATARO MAGGIORE","0600","CASERTA","020","CAMPANIA","15",2600,2391,4991,2000,1841,3841,76.96,1,"MERCONE","PIETRO",883,23.72,NA,1,"PIGNATARO 2030",883,23.72
"150510210","063021","B946","CASAVATORE","0210","NAPOLI","051","CAMPANIA","15",8042,7425,15467,5069,4772,9841,63.63,3,"CELAJ","FABRIZIO",4849,50.46,"S",9,"PARTITO DEMOCRATICO",1688,17.98
"150510210","063021","B946","CASAVATORE","0210","NAPOLI","051","CAMPANIA","15",8042,7425,15467,5069,4772,9841,63.63,3,"CELAJ","FABRIZIO",4849,50.46,"S",8,"CASAVATORE CIVICA",1367,14.56
"150510210","063021","B946","CASAVATORE","0210","NAPOLI","051","CAMPANIA","15",8042,7425,15467,5069,4772,9841,63.63,3,"CELAJ","FABRIZIO",4849,50.46,"S",10,"LISTA PAOLO SPINUSO",857,9.13
"150510210","063021","B946","CASAVATORE","0210","NAPOLI","051","CAMPANIA","15",8042,7425,15467,5069,4772,9841,63.63,3,"CELAJ","FABRIZIO",4849,50.46,"S",7,"MOVIMENTO PER CASAVATORE",526,5.6
"150510210","063021","B946","CASAVATORE","0210","NAPOLI","051","CAMPANIA","15",8042,7425,15467,5069,4772,9841,63.63,3,"CELAJ","FABRIZIO",4849,50.46,"S",11,"CASAVATORE VIVA",511,5.44
"150510210","063021","B946","CASAVATORE","0210","NAPOLI","051","CAMPANIA","15",8042,7425,15467,5069,4772,9841,63.63,1,"MARINO","VITO",4510,46.94,"C",1,"INSIEME PER CASAVATORE",1202,12.8
"150510210","063021","B946","CASAVATORE","0210","NAPOLI","051","CAMPANIA","15",8042,7425,15467,5069,4772,9841,63.63,1,"MARINO","VITO",4510,46.94,"C",3,"IDEA DEMOCRATICA",968,10.31
"150510210","063021","B946","CASAVATORE","0210","NAPOLI","051","CAMPANIA","15",8042,7425,15467,5069,4772,9841,63.63,1,"MARINO","VITO",4510,46.94,"C",5,"CON VITO MARINO SINDACO - LA VOCE DEI CITTADINI",738,7.86
"150510210","063021","B946","CASAVATORE","0210","NAPOLI","051","CAMPANIA","15",8042,7425,15467,5069,4772,9841,63.63,1,"MARINO","VITO",4510,46.94,"C",2,"CASAVATORE SEI TU",716,7.63
"150510210","063021","B946","CASAVATORE","0210","NAPOLI","051","CAMPANIA","15",8042,7425,15467,5069,4772,9841,63.63,1,"MARINO","VITO",4510,46.94,"C",4,"CAMMINO IN COMUNE",574,6.11
"150510210","063021","B946","CASAVATORE","0210","NAPOLI","051","CAMPANIA","15",8042,7425,15467,5069,4772,9841,63.63,2,"MUTO","MAURO",250,2.6,NA,6,"FRATELLI D'ITALIA",240,2.56
"150510340","063034","E054","GIUGLIANO IN CAMPANIA","0340","NAPOLI","051","CAMPANIA","15",50973,47882,98855,23089,21939,45028,45.55,1,"D'ALTERIO","DIEGO NICOLA",22426,51.14,"S",2,"PARTITO DEMOCRATICO",7642,17.7
"150510340","063034","E054","GIUGLIANO IN CAMPANIA","0340","NAPOLI","051","CAMPANIA","15",50973,47882,98855,23089,21939,45028,45.55,1,"D'ALTERIO","DIEGO NICOLA",22426,51.14,"S",3,"GIUGLIANO DEMOCRATICA",4426,10.25
"150510340","063034","E054","GIUGLIANO IN CAMPANIA","0340","NAPOLI","051","CAMPANIA","15",50973,47882,98855,23089,21939,45028,45.55,1,"D'ALTERIO","DIEGO NICOLA",22426,51.14,"S",4,"LISTA GUARINO",3079,7.13
"150510340","063034","E054","GIUGLIANO IN CAMPANIA","0340","NAPOLI","051","CAMPANIA","15",50973,47882,98855,23089,21939,45028,45.55,1,"D'ALTERIO","DIEGO NICOLA",22426,51.14,"S",1,"ITALIA VIVA",2499,5.79
"150510340","063034","E054","GIUGLIANO IN CAMPANIA","0340","NAPOLI","051","CAMPANIA","15",50973,47882,98855,23089,21939,45028,45.55,1,"D'ALTERIO","DIEGO NICOLA",22426,51.14,"S",6,"COMITATO CIVICO COSTIERO",2171,5.03
"150510340","063034","E054","GIUGLIANO IN CAMPANIA","0340","NAPOLI","051","CAMPANIA","15",50973,47882,98855,23089,21939,45028,45.55,1,"D'ALTERIO","DIEGO NICOLA",22426,51.14,"S",5,"AZIONE CON CALENDA",2115,4.9
"150510340","063034","E054","GIUGLIANO IN CAMPANIA","0340","NAPOLI","051","CAMPANIA","15",50973,47882,98855,23089,21939,45028,45.55,3,"PIANESE","GIOVANNI",19571,44.63,"C",11,"FRATELLI D'ITALIA",5226,12.11
"150510340","063034","E054","GIUGLIANO IN CAMPANIA","0340","NAPOLI","051","CAMPANIA","15",50973,47882,98855,23089,21939,45028,45.55,3,"PIANESE","GIOVANNI",19571,44.63,"C",8,"FORZA ITALIA - PPE",4437,10.28
"150510340","063034","E054","GIUGLIANO IN CAMPANIA","0340","NAPOLI","051","CAMPANIA","15",50973,47882,98855,23089,21939,45028,45.55,3,"PIANESE","GIOVANNI",19571,44.63,"C",14,"NOI CON GIUGLIANO",2836,6.57
"150510340","063034","E054","GIUGLIANO IN CAMPANIA","0340","NAPOLI","051","CAMPANIA","15",50973,47882,98855,23089,21939,45028,45.55,3,"PIANESE","GIOVANNI",19571,44.63,"C",13,"LIBERALI E RIFORMISTI NPSI",2149,4.98
"150510340","063034","E054","GIUGLIANO IN CAMPANIA","0340","NAPOLI","051","CAMPANIA","15",50973,47882,98855,23089,21939,45028,45.55,3,"PIANESE","GIOVANNI",19571,44.63,"C",9,"UNIONE DI CENTRO",2020,4.68
"150510340","063034","E054","GIUGLIANO IN CAMPANIA","0340","NAPOLI","051","CAMPANIA","15",50973,47882,98855,23089,21939,45028,45.55,3,"PIANESE","GIOVANNI",19571,44.63,"C",12,"VIVERE GIUGLIANO",1687,3.91
"150510340","063034","E054","GIUGLIANO IN CAMPANIA","0340","NAPOLI","051","CAMPANIA","15",50973,47882,98855,23089,21939,45028,45.55,3,"PIANESE","GIOVANNI",19571,44.63,"C",10,"INSIEME PER GIUGLIANO",1299,3.01
"150510340","063034","E054","GIUGLIANO IN CAMPANIA","0340","NAPOLI","051","CAMPANIA","15",50973,47882,98855,23089,21939,45028,45.55,2,"PEZZELLA","SALVATORE",1852,4.22,NA,7,"SALVATORE PEZZELLA SINDACO",1586,3.67
"150510430","063043","E955","MARIGLIANO","0430","NAPOLI","051","CAMPANIA","15",13148,12011,25159,9086,8431,17517,69.63,2,"BOCCHINO","GAETANO",9494,55.2,"S",9,"PARTITO DEMOCRATICO",3199,19.11
"150510430","063043","E955","MARIGLIANO","0430","NAPOLI","051","CAMPANIA","15",13148,12011,25159,9086,8431,17517,69.63,2,"BOCCHINO","GAETANO",9494,55.2,"S",7,"AZIONE CON CALENDA",1707,10.2
"150510430","063043","E955","MARIGLIANO","0430","NAPOLI","051","CAMPANIA","15",13148,12011,25159,9086,8431,17517,69.63,2,"BOCCHINO","GAETANO",9494,55.2,"S",10,"INSIEME MARIGLIANO",1683,10.05
"150510430","063043","E955","MARIGLIANO","0430","NAPOLI","051","CAMPANIA","15",13148,12011,25159,9086,8431,17517,69.63,2,"BOCCHINO","GAETANO",9494,55.2,"S",8,"PER LE PERSONE E LA COMUNITA' MARIGLIANO",838,5.01
"150510430","063043","E955","MARIGLIANO","0430","NAPOLI","051","CAMPANIA","15",13148,12011,25159,9086,8431,17517,69.63,2,"BOCCHINO","GAETANO",9494,55.2,"S",11,"IMPEGNO CIVICO INSIEME",725,4.33
"150510430","063043","E955","MARIGLIANO","0430","NAPOLI","051","CAMPANIA","15",13148,12011,25159,9086,8431,17517,69.63,1,"RUSSO","PAOLO",7523,43.74,"C",4,"FARE DEMOCRATICO",3246,19.39
"150510430","063043","E955","MARIGLIANO","0430","NAPOLI","051","CAMPANIA","15",13148,12011,25159,9086,8431,17517,69.63,1,"RUSSO","PAOLO",7523,43.74,"C",3,"PAOLO RUSSO SINDACO",2471,14.76
"150510430","063043","E955","MARIGLIANO","0430","NAPOLI","051","CAMPANIA","15",13148,12011,25159,9086,8431,17517,69.63,1,"RUSSO","PAOLO",7523,43.74,"C",5,"IL CENTRO TEMPI NUOVI PER MARIGLIANO",927,5.54
"150510430","063043","E955","MARIGLIANO","0430","NAPOLI","051","CAMPANIA","15",13148,12011,25159,9086,8431,17517,69.63,1,"RUSSO","PAOLO",7523,43.74,"C",1,"LA CITTA' CHE VOGLIAMO",695,4.15
"150510430","063043","E955","MARIGLIANO","0430","NAPOLI","051","CAMPANIA","15",13148,12011,25159,9086,8431,17517,69.63,1,"RUSSO","PAOLO",7523,43.74,"C",6,"FRATELLI PER MARIGLIANO",640,3.82
"150510430","063043","E955","MARIGLIANO","0430","NAPOLI","051","CAMPANIA","15",13148,12011,25159,9086,8431,17517,69.63,1,"RUSSO","PAOLO",7523,43.74,"C",2,"OGGI PAOLO RUSSO SINDACO",497,2.97
"150510430","063043","E955","MARIGLIANO","0430","NAPOLI","051","CAMPANIA","15",13148,12011,25159,9086,8431,17517,69.63,3,"PANARIELLO","CIRO",181,1.05,NA,12,"CAMBIAMO MARIGLIANO",113,0.67
"150510500","063050","F924","NOLA","0500","NAPOLI","051","CAMPANIA","15",15124,13998,29122,10188,9596,19784,67.93,1,"RUGGIERO","ANDREA",14156,73.72,"S",2,"FARE DEMOCRATICO",3859,20.51
"150510500","063050","F924","NOLA","0500","NAPOLI","051","CAMPANIA","15",15124,13998,29122,10188,9596,19784,67.93,1,"RUGGIERO","ANDREA",14156,73.72,"S",1,"NOLA POPOLARE",3283,17.45
"150510500","063050","F924","NOLA","0500","NAPOLI","051","CAMPANIA","15",15124,13998,29122,10188,9596,19784,67.93,1,"RUGGIERO","ANDREA",14156,73.72,"S",7,"SOLO PER NOLA",3057,16.25
"150510500","063050","F924","NOLA","0500","NAPOLI","051","CAMPANIA","15",15124,13998,29122,10188,9596,19784,67.93,1,"RUGGIERO","ANDREA",14156,73.72,"S",3,"PIU' NOLA OLTRE",2167,11.52
"150510500","063050","F924","NOLA","0500","NAPOLI","051","CAMPANIA","15",15124,13998,29122,10188,9596,19784,67.93,1,"RUGGIERO","ANDREA",14156,73.72,"S",6,"NOLA SUL SERIO",1857,9.87
"150510500","063050","F924","NOLA","0500","NAPOLI","051","CAMPANIA","15",15124,13998,29122,10188,9596,19784,67.93,1,"RUGGIERO","ANDREA",14156,73.72,"S",4,"P.E.R. NOLA",821,4.36
"150510500","063050","F924","NOLA","0500","NAPOLI","051","CAMPANIA","15",15124,13998,29122,10188,9596,19784,67.93,1,"RUGGIERO","ANDREA",14156,73.72,"S",5,"NOLA BENE COMUNE",373,1.98
"150510500","063050","F924","NOLA","0500","NAPOLI","051","CAMPANIA","15",15124,13998,29122,10188,9596,19784,67.93,4,"BARBATO","MAURIZIO",2169,11.3,"C",10,"FRATELLI D'ITALIA",840,4.46
"150510500","063050","F924","NOLA","0500","NAPOLI","051","CAMPANIA","15",15124,13998,29122,10188,9596,19784,67.93,2,"CINIGLIO","ANTONIO",2012,10.48,"C",8,"IL GELSO NOLA 2040",1838,9.77
"150510500","063050","F924","NOLA","0500","NAPOLI","051","CAMPANIA","15",15124,13998,29122,10188,9596,19784,67.93,3,"RUGGIERO","AGOSTINO",866,4.51,NA,9,"SOCIALISTI PER NOLA",719,3.82
"150510890","063089","M115","VOLLA","0890","NAPOLI","051","CAMPANIA","15",10640,10014,20654,6213,5875,12088,58.53,1,"DONATO","PASQUALE",3548,30.23,NA,1,"FRATELLI D'ITALIA",1427,12.87
"150510890","063089","M115","VOLLA","0890","NAPOLI","051","CAMPANIA","15",10640,10014,20654,6213,5875,12088,58.53,1,"DONATO","PASQUALE",3548,30.23,NA,3,"FORZA ITALIA - PPE",1077,9.72
"150510890","063089","M115","VOLLA","0890","NAPOLI","051","CAMPANIA","15",10640,10014,20654,6213,5875,12088,58.53,1,"DONATO","PASQUALE",3548,30.23,NA,2,"RADICI IN COMUNE",846,7.63
"150510890","063089","M115","VOLLA","0890","NAPOLI","051","CAMPANIA","15",10640,10014,20654,6213,5875,12088,58.53,2,"DI COSTANZO","GIULIANO",3153,26.86,NA,5,"PARTITO DEMOCRATICO",1171,10.56
